split,mode,species,source_name,sample_bytes,sample_bases,theoretical_bits_per_base,arithmetic_bits_per_base,arithmetic_coding_mode,arithmetic_merge_size,arithmetic_frequency_total,arithmetic_vocab_size,arithmetic_target_uniform_mass,arithmetic_effective_uniform_mass,emitted_arithmetic_symbol_count,core_model_theoretical_bits,tail_base_count,tail_side_info_bits,gpu_prefix_aggregate_seconds,cpu_small_alphabet_quantize_seconds,data_transfer_seconds,arithmetic_encode_seconds,compression_process_seconds,ascii_bytes,two_bit_pack_bytes,gzip_bytes,bz2_bytes,lzma_bytes,arithmetic_vs_2bit_ratio,arithmetic_bytes_ratio_vs_ascii,arithmetic_vs_gzip_ratio
train,windows_nonoverlap,bos_taurus,bos_taurus:10,100000,99999,0.7877519693165682,0.7880878808788088,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4322796349879354,0.005370207043597475,0.6309243129944662,0.7753943340212572,100000,25000,15652,17010,11760,0.3940439404394044,0.09851,0.6293764375159724
train,windows_nonoverlap,bos_taurus,bos_taurus:11,100000,99999,0.8384521687013745,0.8388883888838888,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4376643429714022,0.005638568050926551,0.6377882760134526,0.7787522000726312,100000,25000,14929,15902,12360,0.4194441944419444,0.10486,0.702391318909505
train,windows_nonoverlap,bos_taurus,bos_taurus:12,100000,99999,0.790223569960309,0.7901679016790167,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.43869624100625515,0.005299197990098037,0.640105776998098,0.7868474009883357,100000,25000,12952,13534,10076,0.39508395083950837,0.09877,0.762584928968499
train,windows_nonoverlap,bos_taurus,bos_taurus:13,100000,99999,0.23483154295654285,0.23584235842358423,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.42636490197037347,0.005389554993598722,0.5770302620076109,0.7294318859931082,100000,25000,3281,3994,2580,0.11792117921179211,0.02948,0.8985065528802194
train,windows_nonoverlap,bos_taurus,bos_taurus:14,100000,99999,1.4099992309127194,1.4103341033410335,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4138980010902742,0.005441902016173117,0.6465933279978344,0.7850126410048688,100000,25000,26701,25876,23772,0.7051670516705167,0.17629,0.660237444290476
train,windows_nonoverlap,bos_taurus,bos_taurus:15,100000,99999,0.6850806948010887,0.6851268512685127,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.42037008301122114,0.0052081760368309915,0.5998545910115354,0.7428944590647006,100000,25000,13030,14394,9052,0.34256342563425635,0.08564,0.6572524942440522
train,windows_nonoverlap,bos_taurus,bos_taurus:16,100000,99999,0.39613242506936786,0.3967239672396724,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4262753969960613,0.005270072026178241,0.5922442139999475,0.7349666560039623,100000,25000,4610,5646,3700,0.1983619836198362,0.04959,1.075704989154013
train,windows_nonoverlap,bos_taurus,bos_taurus:17,100000,99999,1.185578624585074,1.1859318593185932,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4185093330015661,0.005426678966614418,0.641807505991892,0.7811360739578959,100000,25000,23500,23404,20848,0.5929659296592966,0.14824,0.6308085106382979
train,windows_nonoverlap,bos_taurus,bos_taurus:18,100000,99999,0.7591486705882684,0.7592075920759208,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.44225935799477156,0.005943644006038085,0.6418244459928246,0.7865135809843196,100000,25000,12289,13705,9608,0.3796037960379604,0.0949,0.7722353324110993
train,windows_nonoverlap,bos_taurus,bos_taurus:19,100000,99999,0.8279164746603521,0.8283282832828328,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4081202099332586,0.00505093892570585,0.6007025250000879,0.7432740149379242,100000,25000,21331,22364,17980,0.4141641416414164,0.10354,0.48539684027940555
train,windows_nonoverlap,bos_taurus,bos_taurus:2,100000,99999,0.6225898489453644,0.6228862288622886,model_symbol,3,32768,127,0.01,0.003875732421875,33334,,,,0.0,0.4473908449726878,0.005534006035304628,0.6298994129901985,0.7731494390463922,100000,25000,8688,9524,6328,0.3114431144311443,0.07786,0.8961786372007366
